date,vehicle_category,manufacturer,registrations
2023-01-01,2W,GREAVES ELECTRIC MOBILITY PVT LTD,48494.0
2023-01-01,2W,GREEN EVOLVE PVT LTD,496.0
2023-01-01,2W,GREEN IMPEX,1298.0
2023-01-01,2W,GREEN SHUTTLE TECHNOLOGY PVT LTD,471.0
2023-01-01,2W,GREEN STAR MOTORS,1106.0
2023-01-01,2W,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,509.0
2023-01-01,2W,GREEN TECHNOLOGIES,861.0
2023-01-01,2W,GREEN VALLEY MOTORS,442.0
2023-01-01,2W,GREEN WAY ECO RIDE,427.0
2023-01-01,2W,GREENETICS INDUSTRIES PVT LTD,643.0
2023-01-01,2W,GREENFIT INDUSTRIES LLP,421.0
2023-01-01,2W,GREENTECH AUTO LLP,420.0
2023-01-01,2W,GREENWHEELS AUTOMOBILE PVT LTD,2166.0
2023-01-01,2W,GRINDIA G MOTORS PVT LTD,429.0
2023-01-01,2W,GROMAX AGRI EQUIPMENT LTD,6488.0
2023-01-01,2W,GROVE INDIA PVT LTD,501.0
2023-01-01,2W,GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),558.0
2023-01-01,2W,GUJARAT NARMADA AUTO LTD,435.0
2023-01-01,2W,GURDEEP AGRO  INDUSTRIES,448.0
2023-01-01,2W,GURDEEP ENGINEERING WORKS,495.0
2023-01-01,2W,GURDEV MECHANICAL WORKS,446.0
2023-01-01,2W,GURJEET COMBINE,435.0
2023-01-01,2W,GURM AGRICULTURE WORKS,458.0
2023-01-01,2W,GURMUKH AGRO INDUSTRIES,495.0
2023-01-01,2W,GURU JI WHEELS,562.0
2023-01-01,2W,GURU NANAK AGRI ENGG WORKS,1170.0
2023-01-01,2W,GURU NANAK AGRI WORKS,535.0
2023-01-01,2W,GURU NANAK AGRICULTURE IMPLEMENTS,443.0
2023-01-01,2W,GURU NANAK AGRO INDUSTRIES,530.0
2023-01-01,2W,GURU RAMDAS AGROTECH,447.0
2023-01-01,2W,GURUKIRPA INDUSTRIES,509.0
2023-01-01,2W,GURUKRAPA ENGINEERING WORKS,446.0
2023-01-01,2W,H M G ENGINEERING WORKS,478.0
2023-01-01,2W,H NONGRUM,474.0
2023-01-01,2W,H R AGRO INDUSTRIES,616.0
2023-01-01,2W,H-D MOTOR COMPANY INDIA PVT LTD,461.0
2023-01-01,2W,HAARISH AUTOMOTIVES (OPC) PRIVATE LIMITED,464.0
2023-01-01,2W,HAMM AG,535.0
2023-01-01,2W,HANUMAN UDYOG,460.0
2023-01-01,2W,HARDEV AGRO TECH,485.0
2023-01-01,2W,HARJEET AGRO INDUSTRIES,710.0
2023-01-01,2W,HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),901.0
2023-01-01,2W,HARMEET AGRICULTURE WORKS,608.0
2023-01-01,2W,HARSH TRADING CO,517.0
2023-01-01,2W,HARSHVIE INDUSTRIES PVT LTD,454.0
2023-01-01,2W,HAYASA E-MOBILITY (INDIA) PVT LTD,459.0
2023-01-01,2W,HBSS E MOBILITY PVT LTD,468.0
2023-01-01,2W,HEMAVATHI AGRO INDUSTRIES,486.0
2023-01-01,2W,HERO ELECTRIC VEHICLES PVT. LTD,60385.0
2023-01-01,2W,HERO HONDA MOTORS  LTD,508.0
2023-01-01,2W,HERO MOTOCORP LTD,10731181.0
2023-01-01,2W,HI-TECH INDUSTRIES,711.0
2023-01-01,2W,HIGHWAY ENGING WORKS,524.0
2023-01-01,2W,HIM TEKNOFORGE LTD,1708.0
2023-01-01,2W,HIMANI AGRO INDUSTRIES,489.0
2023-01-01,2W,HIND AGRO INDUSTRIES,573.0
2023-01-01,2W,HINDUSTAN AGRO INDUSTRIES,480.0
2023-01-01,2W,HINDUSTAN MOTOR CORPORATION,3211.0
2023-01-01,2W,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,606.0
2023-01-01,2W,HIRA AGRO INDUSTRIES,813.0
2023-01-01,2W,HITECH  MECHANICAL WORKS,492.0
2023-01-01,2W,HITECH ENGINEERING LTD,572.0
2023-01-01,2W,HITENDRA WELDING WORKS,615.0
2023-01-01,2W,HMT LIMITED,475.0
2023-01-01,2W,HOLLAND TRACTORS PVT LTD,487.0
2023-01-01,2W,HOMFEEL VEGH AUTOMOBILES PVT LTD,486.0
2023-01-01,2W,HONDA CARS INDIA LTD,154437.0
2023-01-01,2W,HONDA MOTORCYCLE AND SCOOTER INDIA (P) LTD,7941962.0
2023-01-01,2W,HONGKONG YIXING (IMPORTER: ADMS MARKETING),645.0
2023-01-01,2W,HONGKONG YIXING (IMPORTER: VICTORY ELECTRIC),514.0
2023-01-01,2W,HOOGHLY MOTORS PVT LTD,7961.0
2023-01-01,2W,HOP ELECTRIC MOBILITY PVT LTD,898.0
2023-01-01,2W,HOP MOTORS PVT LTD,2051.0
2023-01-01,2W,HOSHIAR NIRVAIR TRACTORS PVT LTD,484.0
2023-01-01,2W,HOTAGE INDIA,26161.0
2023-01-01,2W,HOUSTAN INNOVATION LLP,550.0
2023-01-01,2W,HOVEL CYLINDER PVT LTD,609.0
2023-01-01,2W,HSU DRAGON (IMPORTER: DARK FIGHT POWER PVT LTD),491.0
2023-01-01,2W,HUNDA EV PVT LTD,738.0
2023-01-01,2W,HUNDAL INDUSTRIES,2515.0
2023-01-01,2W,HYKON INDIA LTD,672.0
2023-01-01,2W,HYUNDAI MOTOR INDIA LTD,1103053.0
2023-01-01,2W,"HYUNDAI MOTORS LTD, SOUTH KOREA",524.0
2023-01-01,2W,IDEAL JAWA INDIA PVT LTD,495.0
2023-01-01,2W,INDERPREET AGRO INDUSTRIES,564.0
2023-01-01,2W,INDIA KAWASAKI MOTORS PVT LTD,7449.0
2023-01-01,2W,INDIA SAFE ENTERPRISE,1049.0
2023-01-01,2W,INDIA YAMAHA MOTOR PVT LTD,1161454.0
2023-01-01,2W,INDIAN MOTORS,4566.0
2023-01-01,2W,INDICON AGRO INDUSTRIES LLP,501.0
2023-01-01,2W,INDO FARM EQUIPMENT LIMITED,7370.0
2023-01-01,2W,INDRA TRAILORS,503.0
2023-01-01,2W,INDUS ELECTROTHERM INDIA LTD,528.0
2023-01-01,2W,INEOS AUTOMOTIVE LIMITED,505.0
2023-01-01,2W,INTERNATIONAL CARS & MOTORS LIMITED,600.0
2023-01-01,2W,INTERNATIONAL TRACTORS LIMITED,220433.0
2023-01-01,2W,INVVIGORS INDIA,698.0
2023-01-01,2W,IPL TECH ELECTRIC PVT LTD,577.0
2023-01-01,2W,IRA EDUTECH PVT LTD,546.0
2023-01-01,2W,ISHWAR FARMLINE EQUIPMENTS PRIVATE LIMITED,775.0
2023-01-01,2W,ISHWAR FARMLINE EQUIPMENTS PVT LTD,586.0
2023-01-01,2W,ISUKII GREENS PVT LTD,641.0
2023-01-01,2W,ISUZU MOTORS INDIA PVT LTD,4654.0
2023-01-01,2W,IVOOMI INNOVATION PVT LTD,4819.0
2023-01-01,2W,IZANAU ELECTRIC LLP,616.0
2023-01-01,2W,J K AGRO INDUSTRIES,640.0
2023-01-01,2W,J K AMO-PAPERS & CO,571.0
2023-01-01,2W,J P AUTO TECH,729.0
2023-01-01,2W,J S AGRO INDUSTRIES,758.0
2023-01-01,2W,J S MOBILEON PVT LTD,587.0
2023-01-01,2W,J. S. AGRO INDUSTRIES,573.0
2023-01-01,2W,J. S. AUTO (P) LTD,25184.0
2023-01-01,2W,J.C. BAMFORD EXCAVATORS LIMITED,542.0
2023-01-01,2W,JADE KOREA SPINE LIFE,741.0
2023-01-01,2W,JADHAV AGRO INDUSTRIES PVT. LTD.,558.0
2023-01-01,2W,JAGADAMBA TRAILER,519.0
2023-01-01,2W,"JAGANATH AGRL IMPLEMENTS,BOUDH",520.0
2023-01-01,2W,JAGDAMBA TRAILERS PVT LTD,627.0
2023-01-01,2W,JAGDISH ENGINEERING WORKSHOP,522.0
2023-01-01,2W,JAGMOHAN ALLIED AUTO IND.PVT.LTD.,525.0
2023-01-01,2W,JAGRUTI MOTORS LTD.,526.0
2023-01-01,2W,JAGUAR LAND ROVER INDIA LIMITED,7473.0
2023-01-01,2W,JAI AMBE FABRICATION & ENGINEERING WORK,526.0
2023-01-01,2W,JAI BHAVANI ENGINEERING  WORKS,697.0
2023-01-01,2W,JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,915.0
2023-01-01,2W,JAIDKA POWER SYSTEMS PVT LTD,852.0
2023-01-01,2W,JAIN POWER CORP,813.0
2023-01-01,2W,JAISIK BUSINESS LINKS PVT LTD,1728.0
2023-01-01,2W,JAJODIA COMMODITIES PVT LTD,2430.0
2023-01-01,2W,JAL ENTERPRISES,607.0
2023-01-01,2W,JANTA AGRICULTURE WORKS,542.0
2023-01-01,2W,JAY AGRO INDUSTRIES,754.0
2023-01-01,2W,JAY BHAVANI TRAILOR,555.0
2023-01-01,2W,JAY JANARDAN TRAILOR,555.0
2023-01-01,2W,JAY JANARDHAN A.T EQUIPMENTS,552.0
2023-01-01,2W,JAYADRI STEEL INDUSTRIES,535.0
2023-01-01,2W,JAYDEV ENTERPRISE,548.0
2023-01-01,2W,JBM AUTO LIMITED,1051.0
2023-01-01,2W,JCB INDIA LIMITED,73573.0
2023-01-01,2W,JCB INDIA LTD,1128.0
2023-01-01,2W,JEET AGRO INDUSTRIES,553.0
2023-01-01,2W,JESSUN TECHNO PVT LTD,962.0
2023-01-01,2W,JIANGSU AIMA (IMPORTER: FUTURE EV),561.0
2023-01-01,2W,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),1454.0
2023-01-01,2W,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),569.0
2023-01-01,2W,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),588.0
2023-01-01,2W,JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),553.0
2023-01-01,2W,JIANGSU DALONG (IMPORTER: SABOO TOR),594.0
2023-01-01,2W,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),651.0
2023-01-01,2W,JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),554.0
2023-01-01,2W,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),615.0
2023-01-01,2W,JIANGSU JINPENG (IMPORTER: KKL HITECH EV),574.0
2023-01-01,2W,JIANGSU SUNHOU (IMPORTER: SABOO TOR),575.0
2023-01-01,2W,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),563.0
2023-01-01,2W,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),726.0
2023-01-01,2W,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2156.0
2023-01-01,2W,JITENDRA NEW EV-TECH PVT. LTD,5861.0
2023-01-01,2W,JITENDRA TEMPO PARTS,2040.0
2023-01-01,2W,JIWAN AGRICULTURAL IMPLEMENTS WORKSHOP CIS LTD,579.0
2023-01-01,2W,JMSSP AGRO INDUSTRIES PVT LTD,574.0
2023-01-01,2W,JMT VEHICLES PVT LTD,2719.0
2023-01-01,2W,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),131839.0
2023-01-01,2W,JOHN DEERE INDIA PVT LTD(CROP SOLUTION DIV),614.0
2023-01-01,2W,JOYRAM STEEL FABRICATION WORKS,596.0
2023-01-01,2W,JS MOBILEON PVT LTD,2474.0
2023-01-01,2W,JSW MG MOTOR INDIA PVT LTD,100267.0
2023-01-01,2W,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),680.0
2023-01-01,2W,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),1001.0
2023-01-01,2W,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),622.0
2023-01-01,2W,K D AGRO INDUSTRIES,667.0
2023-01-01,2W,K S AGRICULTURAL  INDUSTRIES,635.0
2023-01-01,2W,K T ENTERPRISES,948.0
2023-01-01,2W,K. V. INDUSTRIES,720.0
2023-01-01,2W,K.S. AGRICULTURAL INDUSTRIES PVT. LTD,1150.0
2023-01-01,2W,K.S. AGROTECH  PVT LTD,827.0
2023-01-01,2W,KABIRA MOBILITY LLP,909.0
2023-01-01,2W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,1538.0
2023-01-01,2W,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,597.0
2023-01-01,2W,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),596.0
2023-01-01,2W,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),685.0
2023-01-01,2W,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),595.0
2023-01-01,2W,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),606.0
2023-01-01,2W,KALIKA VAHAN PVT LTD,590.0
2023-01-01,2W,"KALINGA AGRO INDUSTRIES ,PIPILI,PURI.",593.0
2023-01-01,2W,KALINGA ENGINEERING,590.0
2023-01-01,2W,KALINGA VENTURES INDIA PVT LTD,867.0
2023-01-01,2W,KALMER INDUSTRIES,598.0
2023-01-01,2W,KALPVRIKSH ELECTOMOBILES CO,1167.0
2023-01-01,2W,KALYANI AGRO IMPLIMENTS,594.0
2023-01-01,2W,KAMAZ INDUSTRIES,837.0
2023-01-01,2W,KAPTECH INDIA PVT LTD,4286.0
2023-01-01,2W,KARBRO AGRO TECH,597.0
2023-01-01,2W,KARMA MECHANICAL WORKS,680.0
2023-01-01,2W,KARTAR AGRO INDUSTRIES PVT LTD,3967.0
2023-01-01,2W,KARTAR TRACTORS PRIVATE LIMITED,1030.0
2023-01-01,2W,KAWASAKI HEAVY INDUSTRIES LTD,601.0
2023-01-01,2W,KCAS ELECTRIC VEHICLES PVT LTD,994.0
2023-01-01,2W,KERALA AUTOMOBILES LIMITED,750.0
2023-01-01,2W,KETO MOTORS PVT LTD,1051.0
2023-01-01,2W,KGN,1282.0
2023-01-01,2W,KGN INDUSTRIES,1425.0
2023-01-01,2W,"KHAGESWAR AUTO BUILD WORKS,HALADIAPADAR,BERHAMPUR,GANJAM",610.0
2023-01-01,2W,KHALSA  AGRO INDUSTRIES,619.0
2023-01-01,2W,KHALSAE-VEHICLES PVT LTD,17564.0
2023-01-01,2W,KHAN ENGINEERING WORKS,701.0
2023-01-01,2W,KHUSHI AGRO ENGINEERING,630.0
2023-01-01,2W,KIA INDIA PRIVATE LIMITED,455101.0
2023-01-01,2W,KIA MOTORS CORPN,616.0
2023-01-01,2W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,25473.0
2023-01-01,2W,KINETIC GREEN ENERGY P SOL LTD,736.0
2023-01-01,2W,KINETIC MOTOR COMPANY LIMITED,617.0
2023-01-01,2W,KION INDIA PVT LTD,2208.0
2023-01-01,2W,KIRAN AUTOMOBILE INDUSTRY,779.0
2023-01-01,2W,KIRTI SOLAR LTD,656.0
2023-01-01,2W,KISAN ENGINEERING,635.0
2023-01-01,2W,KISAN ENGINEERING WORKS,692.0
2023-01-01,2W,KISSAN AGRO INDUSTRIES,675.0
2023-01-01,2W,KLB KOMAKI PVT LTD,8976.0
2023-01-01,2W,KOBELCO LTD.,631.0
2023-01-01,2W,KOMATSU LTD JAPAN,682.0
2023-01-01,2W,KPT INDUSTRIES LTD,647.0
2023-01-01,2W,KPT MOTORS,788.0
2023-01-01,2W,KRISHNA AGRO ENGI,635.0
2023-01-01,2W,KRISHNA ENGINEERING WORKS,2436.0
2023-01-01,2W,KRISHNA INDUSTRIES,669.0
2023-01-01,2W,KRISHNA VEHICALS,1300.0
2023-01-01,2W,KRUP P,645.0
2023-01-01,2W,KRUSHNA AGRO ENGINEERING WORKS,634.0
2023-01-01,2W,KTM MOTORRAD AG,641.0
2023-01-01,2W,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,38356.0
2023-01-01,2W,KUKU AUTOMOTIVES,1783.0
2023-01-01,2W,KULAR AGRO WORKS,728.0
2023-01-01,2W,KUMAR ENGINEERING,5600.0
2023-01-01,2W,KUMARAN ENGINEERING ENTERPRISES,1135.0
2023-01-01,2W,KUSHAL AGRO IND,745.0
2023-01-01,2W,KYTE ENERGY PVT. LTD.,1725.0
2023-01-01,2W,L & T CASE EQUIPMENT PVT LTD,735.0
2023-01-01,2W,L B AGRO PRODUCTS,855.0
2023-01-01,2W,L&T CONSTRUCTION EQUIPMENT LIMITED,1466.0
2023-01-01,2W,LAKSHMI AUTO TRADERS,682.0
2023-01-01,2W,LAKSHMI MOTORS,667.0
2023-01-01,2W,LAKSHYA AUTO SALES CORPORATION,1138.0
2023-01-01,2W,LAKSHYA MOTORS,651.0
2023-01-01,2W,LAL AGRO INDUSTRIES,658.0
2023-01-01,2W,LAL CHAND AGRICULTURE WORKS,671.0
2023-01-01,2W,LAWAT MOTORS,654.0
2023-01-01,2W,LAWAT MOTORS LLP,1369.0
2023-01-01,2W,LAXMI ENGINEERING WORKS,656.0
2023-01-01,2W,LAXMI ENGINEERING WORKSHOP,661.0
2023-01-01,2W,"LAXMI GOBINDA AGRO IND,BLS",710.0
2023-01-01,2W,LECTRIX E VEHICLES PVT LTD,27648.0
2023-01-01,2W,LEEBOY INDIA CONSTRUCTION EQUIPMENT PVT.LTD.,661.0
2023-01-01,2W,LEOPAN MOTORS PRIVATE LIMITED,686.0
2023-01-01,2W,LEXUS MOTORS LTD,665.0
2023-01-01,2W,LI-IONS ELEKTRIK SOLUTIONS PVT LTD,674.0
2023-01-01,2W,LIEBHERR,728.0
2023-01-01,2W,LIEBHERR INDIA PVT LTD,689.0
2023-01-01,2W,LINDE,667.0
2023-01-01,2W,LIUGONG IND PVT LTD,675.0
2023-01-01,2W,LIUGONG INDIA PVT. LTD,2328.0
2023-01-01,2W,LML LIMITED,674.0
2023-01-01,2W,LOCAL TRAILER MANUFACTURER,87975.0
2023-01-01,2W,LOHIA AUTO INDUSTRIES,3958.0
2023-01-01,2W,LOHIA AUTO INDUSTRIES LTD.,713.0
2023-01-01,2W,LORDS VEHICLE MFG PVT LTD,1044.0
2023-01-01,2W,LOTAY AGRO TECH,709.0
2023-01-01,2W,LOTEY AGRICULTURE WORKS,726.0
2023-01-01,2W,LOTEY INDUSTRY,677.0
2023-01-01,2W,LOVEJEET AGRO INDUSTRY,720.0
2023-01-01,2W,LUCKY INDUSTRIES,755.0
2023-01-01,2W,M G INDUSTRIES,1045.0
2023-01-01,2W,M H AGRICULTURE WORKS,808.0
2023-01-01,2W,M K BROTHERS,771.0
2023-01-01,2W,M S AGRO INDUSTRIES,870.0
2023-01-01,2W,M.K. ENTERPRISES,2958.0
2023-01-01,2W,"M/S AJAY ENGINEERING WORKS EQUIPMENTS PVT LTD ,SAMBALPUR",881.0
2023-01-01,2W,M/S ASHOKA INDUSTRIES,826.0
2023-01-01,2W,M/S BHARAT TRAILERS,1217.0
2023-01-01,2W,"M/S CHUDHURY ENGG. WORKS,BAMRA,SAMBALPUR",782.0
2023-01-01,2W,M/S DAS ENGINEERING WORKSHOP,787.0
2023-01-01,2W,"M/S FARMAX EQUIPMENTS, SAMBALPUR",784.0
2023-01-01,2W,M/S HARITKRANTI AGRO UDYOG,823.0
2023-01-01,2W,M/S HOTA AGRO (TRAILER),800.0
2023-01-01,2W,M/S JAVED STEEL INDUSTRIES,797.0
2023-01-01,2W,M/S K K AGRO INDUSTRIES,836.0
2023-01-01,2W,M/S KASTKAR AGRO INDUSTRIES,996.0
2023-01-01,2W,M/S KISHAN TRACTOR,789.0
2023-01-01,2W,M/S LAKSHMI ENGINEERING WORKS,793.0
2023-01-01,2W,M/S LOHIYA AGRO INDUSTRIES,816.0
2023-01-01,2W,M/S MAA MANGALA INDUSTRIES,941.0
2023-01-01,2W,M/S MAA MOTORS WORKS,816.0
2023-01-01,2W,M/S MAA MOTORS WORKSHOP,831.0
2023-01-01,2W,M/S NANDI ENGINEERING WORKS,808.0
2023-01-01,2W,M/S NATIONAL STEEL AND WIRE PRODUCTS SAMBALPUR,797.0
2023-01-01,2W,M/S NELATARA FABRICATION,798.0
2023-01-01,2W,M/S NEW SHETKARI ENGINEERING WORK,893.0
2023-01-01,2W,M/S NEW SHIV SHAKTI TRAILORS,800.0
2023-01-01,2W,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",813.0
2023-01-01,2W,M/S POWER TECH TECHNOLOGY,814.0
2023-01-01,2W,M/S PRADHAN AGRO ENGINEERING,805.0
2023-01-01,2W,M/S R.K. ENGINEERING WORKS,817.0
2023-01-01,2W,M/S RAM AGRO MACHINARY,884.0
2023-01-01,2W,M/S S.S. AGRO INDUSTRIES,830.0
2023-01-01,2W,M/S SAI AUTO ENGINEERING WORKS,820.0
2023-01-01,2W,M/S SARANGI MOTROS,1078.0
2023-01-01,2W,M/S SARMA ENGINEERING WORKS,819.0
2023-01-01,2W,M/S SCHWING STETTER (INDIA) PRIVATE LIMITED,2574.0
2023-01-01,2W,M/S SHREE SHYAM AGRO PRODUCTS,826.0
2023-01-01,2W,M/S SHRI DATTA WELDING WORKS,823.0
2023-01-01,2W,M/S SHRIRAM AUTO TECH PVT LTD,8084.0
2023-01-01,2W,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",927.0
2023-01-01,2W,M/S SUPERIOR MANUFACTURING COMPANY,862.0
2023-01-01,2W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,834.0
2023-01-01,2W,M/S YOGIRAJ ENGINEERING COMPANY,821.0
2023-01-01,2W,M/S-SHRADHA INDUSTRIES,867.0
2023-01-01,2W,M/S. SANJUKTA AGRO MART,807.0
2023-01-01,2W,"M/S. VENKAT ENGINEERING WORKS, JAIPATNA",833.0
2023-01-01,2W,"M/S.SOURAV ENTERPRISES,BHAWANIPATNA",815.0
2023-01-01,2W,M2GO ELECTRIC VEHICLE PVT LTD,684.0
2023-01-01,2W,MAA ADISHAKTI ENGINEERING,683.0
2023-01-01,2W,MAA ENGINEERING TRAILOR,909.0
2023-01-01,2W,MAA KALPANA ENTERPRISE,990.0
2023-01-01,2W,MAA LUXMI E-VEHICLES PVT. LTD.,693.0
2023-01-01,2W,"MAA MANGALA ENTERPRISES,SNG",706.0
2023-01-01,2W,"MAA MANGALA MOTORS & ENGG,RKL",709.0
2023-01-01,2W,MAA SHAKTI EXIM PVT LTD,5830.0
2023-01-01,2W,MAA TARINI ENGINEERING,747.0
2023-01-01,2W,MAAA MANASA TRAILOR WORKS,688.0
2023-01-01,2W,MAC AUTO INDIA,1818.0
2023-01-01,2W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),695.0
2023-01-01,2W,MAC INTERNATIONAL (IMPORTER:HONESTY),694.0
2023-01-01,2W,MACHINE WORKS,693.0
2023-01-01,2W,MACNEILL ENGINEERING LIMITED,698.0
2023-01-01,2W,MACONS EQUIPMENTS PVT LTD,711.0
2023-01-01,2W,MADHO AGRO INDUSTRY,702.0
2023-01-01,2W,MADHU AUTOMOBILES LTD,741.0
2023-01-01,2W,"MADHUSUDAN ENG.WORKS,NIMAPADA",700.0
2023-01-01,2W,MAHABIR INDUSTRIES,713.0
2023-01-01,2W,MAHALAXMI ENGINEERING WORKS,702.0
2023-01-01,2W,MAHAVIR AGRO EQUIPMENTS,703.0
2023-01-01,2W,MAHAVIR TRACTOR AND IMPLEMENTS,718.0
2023-01-01,2W,MAHI ENTERPRISES,823.0
2023-01-01,2W,MAHINDRA & MAHINDRA LIMITED,1370304.0
2023-01-01,2W,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),308669.0
2023-01-01,2W,MAHINDRA & MAHINDRA LIMITED (TRACTOR),399660.0
2023-01-01,2W,MAHINDRA & MAHINDRA LTD FARM MACHINERY DIVISION,819.0
2023-01-01,2W,MAHINDRA DEFENCE SYSTEMS LTD,808.0
2023-01-01,2W,MAHINDRA ELECTRIC MOBILITY LIMITED,10759.0
2023-01-01,2W,MAHINDRA GUJARAT TRACTOR LIMITED,712.0
2023-01-01,2W,MAHINDRA LAST MILE MOBILITY LTD,34863.0
2023-01-01,2W,MAHINDRA TWO WHEELERS LTD,720.0
2023-01-01,2W,MAHTAB BODY MAKER,2273.0
2023-01-01,2W,MALAK TECHNO PVT LTD,818.0
2023-01-01,2W,MALI ENTERPRISES PVT LTD,735.0
2023-01-01,2W,MALIK ENGINEERING WORKS,726.0
2023-01-01,2W,MALKIT AGRO INDUSTRIES,719.0
2023-01-01,2W,MALKIT AGRO TECH PVT. LTD,2344.0
2023-01-01,2W,MANDAL ENGINEERING WORKSHOP,721.0
2023-01-01,2W,MANIRAM ELECTRIC VEHICLE PVT LTD,1318.0
2023-01-01,2W,MANISH EV INTERNATIONAL PRIVATE LIMITED,1587.0
2023-01-01,2W,MANITA CITY MOTORS LLP,4342.0
2023-01-01,2W,MANITOU EQUIPMENT INDIA PVT LTD,1693.0
2023-01-01,2W,MANITOWOC INDIA LIMITED,726.0
2023-01-01,2W,MANKU AGRO TECH PVT LTD,4357.0
2023-01-01,2W,MANKU AGRO TECH. PVT. LTD.,746.0
2023-01-01,2W,MANMOHAN KAUR,855.0
2023-01-01,2W,MANPREET AGRO INDUSTIRES NABHA,730.0
2023-01-01,2W,MANPREET AGRO INDUSTRIES,741.0
2023-01-01,2W,MARATHWADA QUALITY TRAILER,792.0
2023-01-01,2W,MARINE NAVAIDS & SOLAR AUTO PVT LTD,739.0
2023-01-01,2W,MARKUS,786.0
2023-01-01,2W,MARTHWADA TRALIOR,799.0
2023-01-01,2W,MARUTHISAN PVT LTD,1028.0
2023-01-01,2W,MARUTI INDUSTRIES,737.0
2023-01-01,2W,MARUTI SUZUKI INDIA LTD,3249876.0
2023-01-01,2W,MARUTI UDYOG LTD,1357.0
2023-01-01,2W,MASERATI S.P.A,776.0
2023-01-01,2W,MASSEY FERGUSON LTD,749.0
2023-01-01,2W,MATHAROO BROTHERS AGRO TECH PVT LTD,758.0
2023-01-01,2W,MATHARU ENGINEERING AGRI WORKS,831.0
2023-01-01,2W,MATHARU ENGINEERING WORKS,788.0
2023-01-01,2W,MAULIRAJ INDUSTRIES LLP,749.0
2023-01-01,2W,"MAYUR ENTERPRISES,BARIPADA",840.0
2023-01-01,2W,MB AGRO INDUSTRIES,765.0
2023-01-01,2W,MCLAREN AUTOMOTIVE (IMPORTER: INFINITY CARS),764.0
2023-01-01,2W,MECPOWER MOBILITY PVT. LTD.,1003.0
2023-01-01,2W,MEERA AUTO IND,750.0
2023-01-01,2W,MEGH RAJ GOYAL & COMPANY,751.0
2023-01-01,2W,MEHER FABRIC WORKS,754.0
2023-01-01,2W,MEHER TRAILERS PVT LTD,765.0
2023-01-01,2W,MERCEDES -BENZ AG,3148.0
2023-01-01,2W,MERCEDES-BENZ INDIA PVT LTD,29361.0
2023-01-01,2W,MEW ELECTRICALS LIMITED,1146.0
2023-01-01,2W,MIC INDUSTRIES INC,761.0
2023-01-01,2W,MICROAUTOTECH PVT. LTD.,762.0
2023-01-01,2W,MILLENNIAL MOTORS LLP,773.0
2023-01-01,2W,MINI METRO,960.0
2023-01-01,2W,MINI METRO EV L.L.P,32683.0
2023-01-01,2W,MINSK TRACTOR (IMPORTER: ERISHA AGRITECH),780.0
2023-01-01,2W,MIRAKLE 5 AUTOMOBILES PVT LTD,967.0
2023-01-01,2W,MITSUBISHI MOTORS CORPORATION,768.0
2023-01-01,2W,MLR AUTO LTD,4573.0
2023-01-01,2W,MODERN  AGRO  INDUSTRIES,774.0
2023-01-01,2W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),807.0
2023-01-01,2W,MOHAN GENERAL TRADING COMPANY,856.0
2023-01-01,2W,MOHINDRA ENGINEERING WORKS,787.0
2023-01-01,2W,MONDAL TRADING,926.0
2023-01-01,2W,MOON AGRICULTURE & FABRICATION WORKS,793.0
